id,name,set,country,round,type
1059,ABT IDR4 HQ,ABT,ID,4,HQ
1060,ABT IDR4 FQ,ABT,ID,4,FQ
1061,ABT IDR4 SQ,ABT,ID,4,SQ
1062,ABT IDR5 HQ,ABT,ID,5,HQ
1063,ABT IDR5 FQ,ABT,ID,5,FQ
1064,ABT IDR5 SQ,ABT,ID,5,SQ
1065,ABT IDR6 HQ,ABT,ID,6,HQ
1066,ABT IDR6 FQ,ABT,ID,6,FQ
1067,ABT IDR6 SQ,ABT,ID,6,SQ
1068,ABT IDR7 HQ,ABT,ID,7,HQ
1069,ABT IDR7 FQ,ABT,ID,7,FQ
1070,ABT IDR7 SQ,ABT,ID,7,SQ
1071,ABT KER1 HQ,ABT,KE,1,HQ
1072,ABT KER1 FQ,ABT,KE,1,FQ
1073,ABT KER1 SQ,ABT,KE,1,SQ
1074,ABT KER2 HQ,ABT,KE,2,HQ
1075,ABT KER2 FQ,ABT,KE,2,FQ
1076,ABT KER2 SQ,ABT,KE,2,SQ
1077,ABT KER3 HQ,ABT,KE,3,HQ
1078,ABT KER3 FQ,ABT,KE,3,FQ
1079,ABT KER3 SQ,ABT,KE,3,SQ
1080,ABT KER4 HQ,ABT,KE,4,HQ
1081,ABT KER4 FQ,ABT,KE,4,FQ
1082,ABT KER4 SQ,ABT,KE,4,SQ
1083,ABT KER5 HQ,ABT,KE,5,HQ
1084,ABT KER5 FQ,ABT,KE,5,FQ
1085,ABT KER5 SQ,ABT,KE,5,SQ
1086,ABT KER6 HQ,ABT,KE,6,HQ
1087,ABT KER6 FQ,ABT,KE,6,FQ
1088,ABT KER6 SQ,ABT,KE,6,SQ
1089,ABT KER7 HQ,ABT,KE,7,HQ
1090,ABT KER7 FQ,ABT,KE,7,FQ
1091,ABT KER7 SQ,ABT,KE,7,SQ
1092,ABT NGR1 HQ,ABT,NG,1,HQ
1093,ABT NGR1 FQ,ABT,NG,1,FQ
1094,ABT NGR1 SQ,ABT,NG,1,SQ
1095,ABT NGR2 HQ,ABT,NG,2,HQ
1096,ABT NGR2 FQ,ABT,NG,2,FQ
1097,ABT NGR2 SQ,ABT,NG,2,SQ
1098,ABT NGR3 HQ,ABT,NG,3,HQ
1099,ABT NGR3 FQ,ABT,NG,3,FQ
1100,ABT NGR3 SQ,ABT,NG,3,SQ
1101,ABT NGR4 HQ,ABT,NG,4,HQ
1102,ABT NGR4 FQ,ABT,NG,4,FQ
1103,ABT NGR4 SQ,ABT,NG,4,SQ
1104,ABT NGR5 HQ,ABT,NG,5,HQ
1105,ABT NGR5 FQ,ABT,NG,5,FQ
1106,ABT NGR5 SQ,ABT,NG,5,SQ
1107,ABT NGR6 HQ,ABT,NG,6,HQ
1108,ABT NGR6 FQ,ABT,NG,6,FQ
1109,ABT NGR6 SQ,ABT,NG,6,SQ
1110,ABT NGR7 HQ,ABT,NG,7,HQ
1111,ABT NGR7 FQ,ABT,NG,7,FQ
1112,ABT NGR7 SQ,ABT,NG,7,SQ
1113,ABT NER1 HQ,ABT,NE,1,HQ
1114,ABT NER1 FQ,ABT,NE,1,FQ
1115,ABT NER1 SQ,ABT,NE,1,SQ
1116,ABT NER2 HQ,ABT,NE,2,HQ
1117,ABT NER2 FQ,ABT,NE,2,FQ
1118,ABT NER2 SQ,ABT,NE,2,SQ
1119,ABT NER3 HQ,ABT,NE,3,HQ
1120,ABT NER3 FQ,ABT,NE,3,FQ
1121,ABT NER3 SQ,ABT,NE,3,SQ
1122,ABT NER4 HQ,ABT,NE,4,HQ
1123,ABT NER4 FQ,ABT,NE,4,FQ
1124,ABT NER4 SQ,ABT,NE,4,SQ
1125,ABT NER5 HQ,ABT,NE,5,HQ
1126,ABT NER5 FQ,ABT,NE,5,FQ
1127,ABT NER5 SQ,ABT,NE,5,SQ
1128,ABT NER6 HQ,ABT,NE,6,HQ
1129,ABT NER6 FQ,ABT,NE,6,FQ
1130,ABT NER6 SQ,ABT,NE,6,SQ
1131,ABT NER7 HQ,ABT,NE,7,HQ
1132,ABT NER7 FQ,ABT,NE,7,FQ
1133,ABT NER7 SQ,ABT,NE,7,SQ
1134,ABT UGR1 HQ,ABT,UG,1,HQ
1135,ABT UGR1 FQ,ABT,UG,1,FQ
1136,ABT UGR1 SQ,ABT,UG,1,SQ
1137,ABT UGR2 HQ,ABT,UG,2,HQ
1138,ABT UGR2 FQ,ABT,UG,2,FQ
1139,ABT UGR2 SQ,ABT,UG,2,SQ
1140,ABT UGR3 HQ,ABT,UG,3,HQ
1141,ABT UGR3 FQ,ABT,UG,3,FQ
1142,ABT UGR3 SQ,ABT,UG,3,SQ
1143,ABT UGR4 HQ,ABT,UG,4,HQ
1144,ABT UGR4 FQ,ABT,UG,4,FQ
1145,ABT UGR4 SQ,ABT,UG,4,SQ
1146,ABT UGR5 HQ,ABT,UG,5,HQ
1147,ABT UGR5 FQ,ABT,UG,5,FQ
1148,ABT UGR5 SQ,ABT,UG,5,SQ
1149,ABT UGR6 HQ,ABT,UG,6,HQ
1150,ABT UGR6 FQ,ABT,UG,6,FQ
1151,ABT UGR6 SQ,ABT,UG,6,SQ
1152,ABT UGR7 HQ,ABT,UG,7,HQ
1153,ABT UGR7 FQ,ABT,UG,7,FQ
1154,ABT UGR7 SQ,ABT,UG,7,SQ
1155,GGR BFR1 HQ,GGR,BF,1,HQ
1156,GGR BFR1 FQ,GGR,BF,1,FQ
1157,GGR BFR1 SQ,GGR,BF,1,SQ
1158,GGR BFR2 HQ,GGR,BF,2,HQ
1159,GGR BFR2 FQ,GGR,BF,2,FQ
1160,GGR BFR2 SQ,GGR,BF,2,SQ
1161,GGR BFR3 HQ,GGR,BF,3,HQ
1162,GGR BFR3 FQ,GGR,BF,3,FQ
1163,GGR BFR3 SQ,GGR,BF,3,SQ
1164,GGR BFR4 HQ,GGR,BF,4,HQ
1165,GGR BFR4 FQ,GGR,BF,4,FQ
1166,GGR BFR4 SQ,GGR,BF,4,SQ
1167,GGR BFR5 HQ,GGR,BF,5,HQ
1168,GGR BFR5 FQ,GGR,BF,5,FQ
1169,GGR BFR5 SQ,GGR,BF,5,SQ
1170,GGR BFR6 HQ,GGR,BF,6,HQ
1171,GGR BFR6 FQ,GGR,BF,6,FQ
1172,GGR BFR6 SQ,GGR,BF,6,SQ
1173,GGR BFR7 HQ,GGR,BF,7,HQ
1174,GGR BFR7 FQ,GGR,BF,7,FQ
1175,GGR BFR7 SQ,GGR,BF,7,SQ
1176,GGR CIR1 HQ,GGR,CI,1,HQ
1177,GGR CIR1 FQ,GGR,CI,1,FQ
1178,GGR CIR1 SQ,GGR,CI,1,SQ
1179,GGR CIR2 HQ,GGR,CI,2,HQ
1180,GGR CIR2 FQ,GGR,CI,2,FQ
1181,GGR CIR2 SQ,GGR,CI,2,SQ
1182,GGR CIR3 HQ,GGR,CI,3,HQ
1183,GGR CIR3 FQ,GGR,CI,3,FQ
1184,GGR CIR3 SQ,GGR,CI,3,SQ
1185,GGR CIR4 HQ,GGR,CI,4,HQ
1186,GGR CIR4 FQ,GGR,CI,4,FQ
1187,GGR CIR4 SQ,GGR,CI,4,SQ
1188,GGR CIR5 HQ,GGR,CI,5,HQ
1189,GGR CIR5 FQ,GGR,CI,5,FQ
1190,GGR CIR5 SQ,GGR,CI,5,SQ
1191,GGR CIR6 HQ,GGR,CI,6,HQ
1192,GGR CIR6 FQ,GGR,CI,6,FQ
1193,GGR CIR6 SQ,GGR,CI,6,SQ
1194,GGR CIR7 HQ,GGR,CI,7,HQ
1195,GGR CIR7 FQ,GGR,CI,7,FQ
1196,GGR CIR7 SQ,GGR,CI,7,SQ
1197,GGR CDR1 HQ,GGR,CD,1,HQ
1198,GGR CDR1 FQ,GGR,CD,1,FQ
1199,GGR CDR1 SQ,GGR,CD,1,SQ
1200,GGR CDR2 HQ,GGR,CD,2,HQ
1201,GGR CDR2 FQ,GGR,CD,2,FQ
1202,GGR CDR2 SQ,GGR,CD,2,SQ
1203,GGR CDR3 HQ,GGR,CD,3,HQ
1204,GGR CDR3 FQ,GGR,CD,3,FQ
1205,GGR CDR3 SQ,GGR,CD,3,SQ
1206,GGR CDR4 HQ,GGR,CD,4,HQ
1207,GGR CDR4 FQ,GGR,CD,4,FQ
1208,GGR CDR4 SQ,GGR,CD,4,SQ
1209,GGR CDR5 HQ,GGR,CD,5,HQ
1210,GGR CDR5 FQ,GGR,CD,5,FQ
1211,GGR CDR5 SQ,GGR,CD,5,SQ
1212,GGR CDR6 HQ,GGR,CD,6,HQ
1213,GGR CDR6 FQ,GGR,CD,6,FQ
1214,GGR CDR6 SQ,GGR,CD,6,SQ
1215,GGR CDR7 HQ,GGR,CD,7,HQ
1216,GGR CDR7 FQ,GGR,CD,7,FQ
1217,GGR CDR7 SQ,GGR,CD,7,SQ
1218,GGR ETR1 HQ,GGR,ET,1,HQ
1219,GGR ETR1 FQ,GGR,ET,1,FQ
1220,GGR ETR1 SQ,GGR,ET,1,SQ
1221,GGR ETR2 HQ,GGR,ET,2,HQ
1222,GGR ETR2 FQ,GGR,ET,2,FQ
1223,GGR ETR2 SQ,GGR,ET,2,SQ
1224,GGR ETR3 HQ,GGR,ET,3,HQ
1225,GGR ETR3 FQ,GGR,ET,3,FQ
1226,GGR ETR3 SQ,GGR,ET,3,SQ
1227,GGR ETR4 HQ,GGR,ET,4,HQ
1228,GGR ETR4 FQ,GGR,ET,4,FQ
1229,GGR ETR4 SQ,GGR,ET,4,SQ
1230,GGR ETR5 HQ,GGR,ET,5,HQ
1231,GGR ETR5 FQ,GGR,ET,5,FQ
1232,GGR ETR5 SQ,GGR,ET,5,SQ
1233,GGR ETR6 HQ,GGR,ET,6,HQ
1234,GGR ETR6 FQ,GGR,ET,6,FQ
1235,GGR ETR6 SQ,GGR,ET,6,SQ
1236,GGR ETR7 HQ,GGR,ET,7,HQ
1237,GGR ETR7 FQ,GGR,ET,7,FQ
1238,GGR ETR7 SQ,GGR,ET,7,SQ
1239,GGR GHR1 HQ,GGR,GH,1,HQ
1240,GGR GHR1 FQ,GGR,GH,1,FQ
1241,GGR GHR1 SQ,GGR,GH,1,SQ
1242,GGR GHR2 HQ,GGR,GH,2,HQ
1243,GGR GHR2 FQ,GGR,GH,2,FQ
1244,GGR GHR2 SQ,GGR,GH,2,SQ
1245,GGR GHR3 HQ,GGR,GH,3,HQ
1246,GGR GHR3 FQ,GGR,GH,3,FQ
1247,GGR GHR3 SQ,GGR,GH,3,SQ
1248,GGR GHR4 HQ,GGR,GH,4,HQ
1249,GGR GHR4 FQ,GGR,GH,4,FQ
1250,GGR GHR4 SQ,GGR,GH,4,SQ
1251,GGR GHR5 HQ,GGR,GH,5,HQ
1252,GGR GHR5 FQ,GGR,GH,5,FQ
1253,GGR GHR5 SQ,GGR,GH,5,SQ
1254,GGR GHR6 HQ,GGR,GH,6,HQ
1255,GGR GHR6 FQ,GGR,GH,6,FQ
1256,GGR GHR6 SQ,GGR,GH,6,SQ
1257,GGR GHR7 HQ,GGR,GH,7,HQ
1258,GGR GHR7 FQ,GGR,GH,7,FQ
1259,GGR GHR7 SQ,GGR,GH,7,SQ
1260,GGR INR1 HQ,GGR,IN,1,HQ
1261,GGR INR1 FQ,GGR,IN,1,FQ
1262,GGR INR1 SQ,GGR,IN,1,SQ
1263,GGR INR2 HQ,GGR,IN,2,HQ
1264,GGR INR2 FQ,GGR,IN,2,FQ
1265,GGR INR2 SQ,GGR,IN,2,SQ
1266,GGR INR3 HQ,GGR,IN,3,HQ
1267,GGR INR3 FQ,GGR,IN,3,FQ
1268,GGR INR3 SQ,GGR,IN,3,SQ
1269,GGR INR4 HQ,GGR,IN,4,HQ
1270,GGR INR4 FQ,GGR,IN,4,FQ
1271,GGR INR4 SQ,GGR,IN,4,SQ
1272,GGR INR5 HQ,GGR,IN,5,HQ
1273,GGR INR5 FQ,GGR,IN,5,FQ
1274,GGR INR5 SQ,GGR,IN,5,SQ
1275,GGR INR6 HQ,GGR,IN,6,HQ
1276,GGR INR6 FQ,GGR,IN,6,FQ
1277,GGR INR6 SQ,GGR,IN,6,SQ
1278,GGR INR7 HQ,GGR,IN,7,HQ
1279,GGR INR7 FQ,GGR,IN,7,FQ
1280,GGR INR7 SQ,GGR,IN,7,SQ
1281,GGR IDR1 HQ,GGR,ID,1,HQ
1282,GGR IDR1 FQ,GGR,ID,1,FQ
1283,GGR IDR1 SQ,GGR,ID,1,SQ
1284,GGR IDR2 HQ,GGR,ID,2,HQ
1285,GGR IDR2 FQ,GGR,ID,2,FQ
1286,GGR IDR2 SQ,GGR,ID,2,SQ
1287,GGR IDR3 HQ,GGR,ID,3,HQ
1288,GGR IDR3 FQ,GGR,ID,3,FQ
1289,GGR IDR3 SQ,GGR,ID,3,SQ
1290,GGR IDR4 HQ,GGR,ID,4,HQ
1291,GGR IDR4 FQ,GGR,ID,4,FQ
1292,GGR IDR4 SQ,GGR,ID,4,SQ
1293,GGR IDR5 HQ,GGR,ID,5,HQ
1294,GGR IDR5 FQ,GGR,ID,5,FQ
1295,GGR IDR5 SQ,GGR,ID,5,SQ
1296,GGR IDR6 HQ,GGR,ID,6,HQ
1297,GGR IDR6 FQ,GGR,ID,6,FQ
1298,GGR IDR6 SQ,GGR,ID,6,SQ
1299,GGR IDR7 HQ,GGR,ID,7,HQ
1300,GGR IDR7 FQ,GGR,ID,7,FQ
1301,GGR IDR7 SQ,GGR,ID,7,SQ
1302,GGR KER1 HQ,GGR,KE,1,HQ
1303,GGR KER1 FQ,GGR,KE,1,FQ
1304,GGR KER1 SQ,GGR,KE,1,SQ
1305,GGR KER2 HQ,GGR,KE,2,HQ
1306,GGR KER2 FQ,GGR,KE,2,FQ
1307,GGR KER2 SQ,GGR,KE,2,SQ
1308,GGR KER3 HQ,GGR,KE,3,HQ
1309,GGR KER3 FQ,GGR,KE,3,FQ
1310,GGR KER3 SQ,GGR,KE,3,SQ
1311,GGR KER4 HQ,GGR,KE,4,HQ
1312,GGR KER4 FQ,GGR,KE,4,FQ
1313,GGR KER4 SQ,GGR,KE,4,SQ
1314,GGR KER5 HQ,GGR,KE,5,HQ
1315,GGR KER5 FQ,GGR,KE,5,FQ
1316,GGR KER5 SQ,GGR,KE,5,SQ
1317,GGR KER6 HQ,GGR,KE,6,HQ
1318,GGR KER6 FQ,GGR,KE,6,FQ
1319,GGR KER6 SQ,GGR,KE,6,SQ
1320,GGR KER7 HQ,GGR,KE,7,HQ
1321,GGR KER7 FQ,GGR,KE,7,FQ
1322,GGR KER7 SQ,GGR,KE,7,SQ
1323,GGR NGR1 HQ,GGR,NG,1,HQ
1324,GGR NGR1 FQ,GGR,NG,1,FQ
1325,GGR NGR1 SQ,GGR,NG,1,SQ
1326,GGR NGR2 HQ,GGR,NG,2,HQ
1327,GGR NGR2 FQ,GGR,NG,2,FQ
1328,GGR NGR2 SQ,GGR,NG,2,SQ
1329,GGR NGR3 HQ,GGR,NG,3,HQ
1330,GGR NGR3 FQ,GGR,NG,3,FQ
1331,GGR NGR3 SQ,GGR,NG,3,SQ
1332,GGR NGR4 HQ,GGR,NG,4,HQ
1333,GGR NGR4 FQ,GGR,NG,4,FQ
1334,GGR NGR4 SQ,GGR,NG,4,SQ
1335,GGR NGR5 HQ,GGR,NG,5,HQ
1336,GGR NGR5 FQ,GGR,NG,5,FQ
1337,GGR NGR5 SQ,GGR,NG,5,SQ
1338,GGR NGR6 HQ,GGR,NG,6,HQ
1339,GGR NGR6 FQ,GGR,NG,6,FQ
1340,GGR NGR6 SQ,GGR,NG,6,SQ
1341,GGR NGR7 HQ,GGR,NG,7,HQ
1342,GGR NGR7 FQ,GGR,NG,7,FQ
1343,GGR NGR7 SQ,GGR,NG,7,SQ
1344,GGR NER1 HQ,GGR,NE,1,HQ
1345,GGR NER1 FQ,GGR,NE,1,FQ
1346,GGR NER1 SQ,GGR,NE,1,SQ
1347,GGR NER2 HQ,GGR,NE,2,HQ
1348,GGR NER2 FQ,GGR,NE,2,FQ
1349,GGR NER2 SQ,GGR,NE,2,SQ
1350,GGR NER3 HQ,GGR,NE,3,HQ
1351,GGR NER3 FQ,GGR,NE,3,FQ
1352,GGR NER3 SQ,GGR,NE,3,SQ
1353,GGR NER4 HQ,GGR,NE,4,HQ
1354,GGR NER4 FQ,GGR,NE,4,FQ
1355,GGR NER4 SQ,GGR,NE,4,SQ
1356,GGR NER5 HQ,GGR,NE,5,HQ
1357,GGR NER5 FQ,GGR,NE,5,FQ
1358,GGR NER5 SQ,GGR,NE,5,SQ
1359,GGR NER6 HQ,GGR,NE,6,HQ
1360,GGR NER6 FQ,GGR,NE,6,FQ
1361,GGR NER6 SQ,GGR,NE,6,SQ
1362,GGR NER7 HQ,GGR,NE,7,HQ
1363,GGR NER7 FQ,GGR,NE,7,FQ
1364,GGR NER7 SQ,GGR,NE,7,SQ
1365,GGR UGR1 HQ,GGR,UG,1,HQ
1366,GGR UGR1 FQ,GGR,UG,1,FQ
1367,GGR UGR1 SQ,GGR,UG,1,SQ
1368,GGR UGR2 HQ,GGR,UG,2,HQ
1369,GGR UGR2 FQ,GGR,UG,2,FQ
1370,GGR UGR2 SQ,GGR,UG,2,SQ
1371,GGR UGR3 HQ,GGR,UG,3,HQ
1372,GGR UGR3 FQ,GGR,UG,3,FQ
1373,GGR UGR3 SQ,GGR,UG,3,SQ
1374,GGR UGR4 HQ,GGR,UG,4,HQ
1375,GGR UGR4 FQ,GGR,UG,4,FQ
1376,GGR UGR4 SQ,GGR,UG,4,SQ
1377,GGR UGR5 HQ,GGR,UG,5,HQ
1378,GGR UGR5 FQ,GGR,UG,5,FQ
1379,GGR UGR5 SQ,GGR,UG,5,SQ
1380,GGR UGR6 HQ,GGR,UG,6,HQ
1381,GGR UGR6 FQ,GGR,UG,6,FQ
1382,GGR UGR6 SQ,GGR,UG,6,SQ
1383,GGR UGR7 HQ,GGR,UG,7,HQ
1384,GGR UGR7 FQ,GGR,UG,7,FQ
1385,GGR UGR7 SQ,GGR,UG,7,SQ
1386,CCL BFR1 HQ,CCL,BF,1,HQ
1387,CCL BFR1 FQ,CCL,BF,1,FQ
1388,CCL BFR1 SQ,CCL,BF,1,SQ
1389,CCL BFR2 HQ,CCL,BF,2,HQ
1390,CCL BFR2 FQ,CCL,BF,2,FQ
1391,CCL BFR2 SQ,CCL,BF,2,SQ
1392,CCL BFR3 HQ,CCL,BF,3,HQ
1393,CCL BFR3 FQ,CCL,BF,3,FQ
1394,CCL BFR3 SQ,CCL,BF,3,SQ
1395,CCL BFR4 HQ,CCL,BF,4,HQ
1396,CCL BFR4 FQ,CCL,BF,4,FQ
1397,CCL BFR4 SQ,CCL,BF,4,SQ
1398,CCL BFR5 HQ,CCL,BF,5,HQ
1399,CCL BFR5 FQ,CCL,BF,5,FQ
1400,CCL BFR5 SQ,CCL,BF,5,SQ
1401,CCL BFR6 HQ,CCL,BF,6,HQ
1402,CCL BFR6 FQ,CCL,BF,6,FQ
1403,CCL BFR6 SQ,CCL,BF,6,SQ
1404,CCL BFR7 HQ,CCL,BF,7,HQ
1405,CCL BFR7 FQ,CCL,BF,7,FQ
1406,CCL BFR7 SQ,CCL,BF,7,SQ
1407,CCL CIR1 HQ,CCL,CI,1,HQ
1408,CCL CIR1 FQ,CCL,CI,1,FQ
1409,CCL CIR1 SQ,CCL,CI,1,SQ
1410,CCL CIR2 HQ,CCL,CI,2,HQ
1411,CCL CIR2 FQ,CCL,CI,2,FQ
1412,CCL CIR2 SQ,CCL,CI,2,SQ
1413,CCL CIR3 HQ,CCL,CI,3,HQ
1414,CCL CIR3 FQ,CCL,CI,3,FQ
1415,CCL CIR3 SQ,CCL,CI,3,SQ
1416,CCL CIR4 HQ,CCL,CI,4,HQ
1417,CCL CIR4 FQ,CCL,CI,4,FQ
1418,CCL CIR4 SQ,CCL,CI,4,SQ
1419,CCL CIR5 HQ,CCL,CI,5,HQ
1420,CCL CIR5 FQ,CCL,CI,5,FQ
1421,CCL CIR5 SQ,CCL,CI,5,SQ
1422,CCL CIR6 HQ,CCL,CI,6,HQ
1423,CCL CIR6 FQ,CCL,CI,6,FQ
1424,CCL CIR6 SQ,CCL,CI,6,SQ
1425,CCL CIR7 HQ,CCL,CI,7,HQ
1426,CCL CIR7 FQ,CCL,CI,7,FQ
1427,CCL CIR7 SQ,CCL,CI,7,SQ
1428,CCL CDR1 HQ,CCL,CD,1,HQ
1429,CCL CDR1 FQ,CCL,CD,1,FQ
1430,CCL CDR1 SQ,CCL,CD,1,SQ
1431,CCL CDR2 HQ,CCL,CD,2,HQ
1432,CCL CDR2 FQ,CCL,CD,2,FQ
1433,CCL CDR2 SQ,CCL,CD,2,SQ
1434,CCL CDR3 HQ,CCL,CD,3,HQ
1435,CCL CDR3 FQ,CCL,CD,3,FQ
1436,CCL CDR3 SQ,CCL,CD,3,SQ
1437,CCL CDR4 HQ,CCL,CD,4,HQ
1438,CCL CDR4 FQ,CCL,CD,4,FQ
1439,CCL CDR4 SQ,CCL,CD,4,SQ
1440,CCL CDR5 HQ,CCL,CD,5,HQ
1441,CCL CDR5 FQ,CCL,CD,5,FQ
1442,CCL CDR5 SQ,CCL,CD,5,SQ
1443,CCL CDR6 HQ,CCL,CD,6,HQ
1444,CCL CDR6 FQ,CCL,CD,6,FQ
1445,CCL CDR6 SQ,CCL,CD,6,SQ
1446,CCL CDR7 HQ,CCL,CD,7,HQ
1447,CCL CDR7 FQ,CCL,CD,7,FQ
1448,CCL CDR7 SQ,CCL,CD,7,SQ
1449,CCL ETR1 HQ,CCL,ET,1,HQ
1450,CCL ETR1 FQ,CCL,ET,1,FQ
1451,CCL ETR1 SQ,CCL,ET,1,SQ
1452,CCL ETR2 HQ,CCL,ET,2,HQ
1453,CCL ETR2 FQ,CCL,ET,2,FQ
1454,CCL ETR2 SQ,CCL,ET,2,SQ
1455,CCL ETR3 HQ,CCL,ET,3,HQ
1456,CCL ETR3 FQ,CCL,ET,3,FQ
1457,CCL ETR3 SQ,CCL,ET,3,SQ
1458,CCL ETR4 HQ,CCL,ET,4,HQ
1459,CCL ETR4 FQ,CCL,ET,4,FQ
1460,CCL ETR4 SQ,CCL,ET,4,SQ
1461,CCL ETR5 HQ,CCL,ET,5,HQ
1462,CCL ETR5 FQ,CCL,ET,5,FQ
1463,CCL ETR5 SQ,CCL,ET,5,SQ
1464,CCL ETR6 HQ,CCL,ET,6,HQ
1465,CCL ETR6 FQ,CCL,ET,6,FQ
1466,CCL ETR6 SQ,CCL,ET,6,SQ
1467,CCL ETR7 HQ,CCL,ET,7,HQ
1468,CCL ETR7 FQ,CCL,ET,7,FQ
1469,CCL ETR7 SQ,CCL,ET,7,SQ
1470,CCL GHR1 HQ,CCL,GH,1,HQ
1471,CCL GHR1 FQ,CCL,GH,1,FQ
1472,CCL GHR1 SQ,CCL,GH,1,SQ
1473,CCL GHR2 HQ,CCL,GH,2,HQ
1474,CCL GHR2 FQ,CCL,GH,2,FQ
1475,CCL GHR2 SQ,CCL,GH,2,SQ
1476,CCL GHR3 HQ,CCL,GH,3,HQ
1477,CCL GHR3 FQ,CCL,GH,3,FQ
1478,CCL GHR3 SQ,CCL,GH,3,SQ
1479,CCL GHR4 HQ,CCL,GH,4,HQ
1480,CCL GHR4 FQ,CCL,GH,4,FQ
1481,CCL GHR4 SQ,CCL,GH,4,SQ
1482,CCL GHR5 HQ,CCL,GH,5,HQ
1483,CCL GHR5 FQ,CCL,GH,5,FQ
1484,CCL GHR5 SQ,CCL,GH,5,SQ
1485,CCL GHR6 HQ,CCL,GH,6,HQ
1486,CCL GHR6 FQ,CCL,GH,6,FQ
1487,CCL GHR6 SQ,CCL,GH,6,SQ
1488,CCL GHR7 HQ,CCL,GH,7,HQ
1489,CCL GHR7 FQ,CCL,GH,7,FQ
1490,CCL GHR7 SQ,CCL,GH,7,SQ
1491,CCL INR1 HQ,CCL,IN,1,HQ
1492,CCL INR1 FQ,CCL,IN,1,FQ
1493,CCL INR1 SQ,CCL,IN,1,SQ
1494,CCL INR2 HQ,CCL,IN,2,HQ
1495,CCL INR2 FQ,CCL,IN,2,FQ
1496,CCL INR2 SQ,CCL,IN,2,SQ
1497,CCL INR3 HQ,CCL,IN,3,HQ
1498,CCL INR3 FQ,CCL,IN,3,FQ
1499,CCL INR3 SQ,CCL,IN,3,SQ
1500,CCL INR4 HQ,CCL,IN,4,HQ
1501,CCL INR4 FQ,CCL,IN,4,FQ
1502,CCL INR4 SQ,CCL,IN,4,SQ
1503,CCL INR5 HQ,CCL,IN,5,HQ
1504,CCL INR5 FQ,CCL,IN,5,FQ
1505,CCL INR5 SQ,CCL,IN,5,SQ
1506,CCL INR6 HQ,CCL,IN,6,HQ
1507,CCL INR6 FQ,CCL,IN,6,FQ
1508,CCL INR6 SQ,CCL,IN,6,SQ
1509,CCL INR7 HQ,CCL,IN,7,HQ
1510,CCL INR7 FQ,CCL,IN,7,FQ
1511,CCL INR7 SQ,CCL,IN,7,SQ
1512,CCL IDR1 HQ,CCL,ID,1,HQ
1513,CCL IDR1 FQ,CCL,ID,1,FQ
1514,CCL IDR1 SQ,CCL,ID,1,SQ
1515,CCL IDR2 HQ,CCL,ID,2,HQ
1516,CCL IDR2 FQ,CCL,ID,2,FQ
1517,CCL IDR2 SQ,CCL,ID,2,SQ
1518,CCL IDR3 HQ,CCL,ID,3,HQ
1519,CCL IDR3 FQ,CCL,ID,3,FQ
1520,CCL IDR3 SQ,CCL,ID,3,SQ
1521,CCL IDR4 HQ,CCL,ID,4,HQ
1522,CCL IDR4 FQ,CCL,ID,4,FQ
1523,CCL IDR4 SQ,CCL,ID,4,SQ
1524,CCL IDR5 HQ,CCL,ID,5,HQ
1525,CCL IDR5 FQ,CCL,ID,5,FQ
1526,CCL IDR5 SQ,CCL,ID,5,SQ
1527,CCL IDR6 HQ,CCL,ID,6,HQ
1528,CCL IDR6 FQ,CCL,ID,6,FQ
1529,CCL IDR6 SQ,CCL,ID,6,SQ
1530,CCL IDR7 HQ,CCL,ID,7,HQ
1531,CCL IDR7 FQ,CCL,ID,7,FQ
1532,CCL IDR7 SQ,CCL,ID,7,SQ
1533,CCL KER1 HQ,CCL,KE,1,HQ
1534,CCL KER1 FQ,CCL,KE,1,FQ
1535,CCL KER1 SQ,CCL,KE,1,SQ
1536,CCL KER2 HQ,CCL,KE,2,HQ
1537,CCL KER2 FQ,CCL,KE,2,FQ
1538,CCL KER2 SQ,CCL,KE,2,SQ
1539,CCL KER3 HQ,CCL,KE,3,HQ
1540,CCL KER3 FQ,CCL,KE,3,FQ
1541,CCL KER3 SQ,CCL,KE,3,SQ
1542,CCL KER4 HQ,CCL,KE,4,HQ
1543,CCL KER4 FQ,CCL,KE,4,FQ
1544,CCL KER4 SQ,CCL,KE,4,SQ
1545,CCL KER5 HQ,CCL,KE,5,HQ
1546,CCL KER5 FQ,CCL,KE,5,FQ
1547,CCL KER5 SQ,CCL,KE,5,SQ
1548,CCL KER6 HQ,CCL,KE,6,HQ
1549,CCL KER6 FQ,CCL,KE,6,FQ
1550,CCL KER6 SQ,CCL,KE,6,SQ
1551,CCL KER7 HQ,CCL,KE,7,HQ
1552,CCL KER7 FQ,CCL,KE,7,FQ
1553,CCL KER7 SQ,CCL,KE,7,SQ
1554,CCL NGR1 HQ,CCL,NG,1,HQ
1555,CCL NGR1 FQ,CCL,NG,1,FQ
1556,CCL NGR1 SQ,CCL,NG,1,SQ
1557,CCL NGR2 HQ,CCL,NG,2,HQ
1558,CCL NGR2 FQ,CCL,NG,2,FQ
1559,CCL NGR2 SQ,CCL,NG,2,SQ
1560,CCL NGR3 HQ,CCL,NG,3,HQ
1561,CCL NGR3 FQ,CCL,NG,3,FQ
1562,CCL NGR3 SQ,CCL,NG,3,SQ
